"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Floor1.Floor1","0","12","12","1","3.129974","0","0"
"/Game/Walls.Walls","0","12","12","1","3.099155","0","0"
"/Game/Floor2.Floor2","0","12","12","1","3.071400","0","0"
"/Game/Wall_.Wall_","0","12","12","1","2.985038","0","0"
"/Game/Sewer/Sewer_textures/Sewer_wall/MM_Sewer_Wall.MM_Sewer_Wall","0","26","27","1","6.803578","0","0"
"/Game/Sewer/Sewer_textures/Sewer_Floor/MM_Sewer_Floor.MM_Sewer_Floor","0","26","27","1","6.823698","0","0"
"/Game/Water.Water","0","12","12","1","3.128849","0","0"
"/Game/Levers/M_UniqueSwitch3Runes.M_UniqueSwitch3Runes","0","21","21","1","5.723783","0","0"
"/Game/Levers/M_UniqueSwitch3LEver.M_UniqueSwitch3LEver","0","21","21","1","5.697970","0","0"
"/Game/Levers/M_UniqueSwitch2Levers.M_UniqueSwitch2Levers","0","21","21","1","5.956326","0","0"
"/Game/Levers/M_UniqueSwitch2Runes.M_UniqueSwitch2Runes","0","21","21","1","6.080910","0","0"
"/Game/Levers/M_UniqueSwitch1Runes.M_UniqueSwitch1Runes","0","21","21","1","5.684486","0","0"
"/Game/Levers/M_UniqueSwitch1Lever.M_UniqueSwitch1Lever","0","21","21","1","5.686827","0","0"
"/Game/Sewer/Sewer_textures/Sewer_Water/MM_Sewer_Water.MM_Sewer_Water","0","26","27","1","6.911940","0","0"
"/Game/Materials/Mat_Water.Mat_Water","0","86","86","1","45.525593","0","0"
"/Game/Sewer/lambert2.lambert2","0","12","12","1","3.164654","0","0"
"/Game/Gates/lambert1.lambert1","0","12","12","1","3.097016","0","0"
"/Game/Levers/M_Base_Lever.M_Base_Lever","0","21","21","1","5.778747","0","0"
"/Game/Levels/Water.Water","0","12","12","1","3.126708","0","0"
"/Game/Materials/Mat_ToonShade.Mat_ToonShade","0","4","4","1","0.700711","0","0"
"/Game/Geometry/Meshes/Pipes/Texture/PipeBody.PipeBody","0","21","21","1","5.631721","0","0"
"/Game/Geometry/Meshes/Pipes/Texture/Nut1.Nut1","0","21","21","1","5.610126","0","0"
"/Game/Geometry/Meshes/Pipes/Texture/Bolt1.Bolt1","0","21","21","1","5.502855","0","0"
"/Game/Materials/Mat_FinalPickup.Mat_FinalPickup","0","28","28","1","8.307587","0","0"
"/Game/Materials/Mat_VFX_Shockwave.Mat_VFX_Shockwave","0","30","30","1","9.145550","0","0"
"/Game/Blueprints/lambert1.lambert1","0","12","12","1","3.089858","0","0"
"/Game/PortalPaint/NewFolder/Light_RT_Mat1.Light_RT_Mat1","0","21","23","1","3.551382","0","0"
"/Game/PortalPaint/NewFolder/Dark_RT_Mat.Dark_RT_Mat","0","21","23","1","3.596698","0","0"
"/Engine/EngineMeshes/M_Mat_UnrealTech.M_Mat_UnrealTech","0","0","21","1","0.000000","0","0"
"/Engine/TemplateResources/M_Template_Master.M_Template_Master","0","0","33","1","0.000000","0","0"
"/Game/KiteDemo/Environments/Foliage/Grass/FieldGrass/Mat_ToonGrass_Anim.Mat_ToonGrass_Anim","0","92","96","1","21.784399","0","0"
"/Game/Materials/Materials/Mat_Leaves.Mat_Leaves","0","60","60","1","15.760157","0","0"
"/Game/Materials/Mat_TempTower.Mat_TempTower","0","21","21","1","5.534144","0","0"
"/Game/Materials/Mat_Sky.Mat_Sky","0","7","8","1","1.357342","0","0"
"/Game/Materials/Mat_Island4.Mat_Island4","0","21","21","1","5.706813","0","0"
"/Game/Materials/Mat_Island6.Mat_Island6","0","21","21","1","5.788141","0","0"
"/Game/Geometry/Meshes/Default_Material.Default_Material","0","12","12","1","3.239647","0","0"
"/Game/Mat_Hedge.Mat_Hedge","0","21","21","1","5.644357","0","0"
"/Game/Geometry/Meshes/mat_Wood.mat_Wood","0","21","21","1","5.558633","0","0"
"/Game/Geometry/Meshes/mat_Window.mat_Window","0","21","21","1","5.529910","0","0"
"/Game/Geometry/Meshes/mat_Tower.mat_Tower","0","21","21","1","5.469550","0","0"
"/Game/Blueprints/Non-Euclidean/Materials/LookingOutTowerBaseMat.LookingOutTowerBaseMat","0","21","21","1","5.724274","0","0"
"/Game/Vase/Vase_Mat.Vase_Mat","0","21","21","1","5.749670","0","0"
"/Game/Blueprints/Non-Euclidean/Materials/BaseOutLookingIn_Mat.BaseOutLookingIn_Mat","0","21","21","1","5.846052","0","0"
"/Game/Mushroom_House/lambert11.lambert11","0","21","21","1","6.113128","0","0"
"/Game/MushroomBoys/Mush2/lambert4.lambert4","0","24","24","1","5.712101","0","0"
"/Game/Materials/MM_White.MM_White","0","21","21","1","5.739223","0","0"
"/Game/StarterContent/Textures/T_Wood_Floor_Walnut_Mat.T_Wood_Floor_Walnut_Mat","0","21","21","1","5.793948","0","0"
"/Game/Materials/Pedestal_Textures/Mat_Pedestal.Mat_Pedestal","0","21","21","1","5.854483","0","0"
"/Game/Water_Can_House/Door_knob.Door_knob","0","21","21","1","5.947935","0","0"
"/Game/Materials/Door2Target_Mat.Door2Target_Mat","0","2","2","1","0.414399","0","0"
"/Game/Bubbleopolis/Current/Materials/walkways.walkways","0","21","21","1","5.767857","0","0"
"/Game/Bubble_House2/BH-Variation_3/Materials/BH_TopV3Mat.BH_TopV3Mat","0","21","21","1","6.230912","0","0"
"/Game/Chair_Forest/lambert1.lambert1","0","21","21","1","6.065150","0","0"
"/Game/Table_Forest/M_Table.M_Table","0","21","21","1","5.977044","0","0"
"/Game/Bubbleopolis/Current/Materials/M_Walls_Bubble_Castle.M_Walls_Bubble_Castle","0","21","21","1","5.834085","0","0"
"/Game/Materials/Bubble_Wand_Green.Bubble_Wand_Green","0","80","80","1","22.781801","0","0"
"/Game/Bubbleopolis/Current/Materials/pedestal.pedestal","0","21","21","1","5.644094","0","0"
"/Game/Mannequin/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","140","152","2","24.861618","0","0"
"/Game/Sunflower/NewMaterial.NewMaterial","0","80","80","1","24.224531","0","0"
"/Game/Stairs/Stair_Mat_Main.Stair_Mat_Main","0","21","21","1","5.692709","0","0"
"/Game/Rocks/Small_rock.Small_rock","0","21","21","1","5.711555","0","0"
"/Game/Player/PlayerCharacterMag.PlayerCharacterMag","0","33","33","1","8.239154","0","0"
"/Game/Player/PlayerCharacterBlue.PlayerCharacterBlue","0","33","33","1","8.065062","0","0"
"/Game/Plants/Flower.Flower","0","21","21","1","5.714557","0","21"
"/Game/Plants/Anther.Anther","0","21","21","1","5.660605","0","21"
"/Game/Plants/DualFlowers/DualFlowers.DualFlowers","0","42","42","1","10.537334","0","0"
"/Game/Plants/stem.stem","0","21","21","1","5.680594","0","21"
"/Game/Geometry/Meshes/lambert1.lambert1","0","33","33","1","7.918969","0","0"
"/Game/Materials/Mat_DoorShadows.Mat_DoorShadows","0","82","82","1","18.824837","0","0"
"/Game/Bubbleopolis/Current/Materials/lambert.lambert","0","21","21","1","5.612897","0","0"
"/Game/Materials/Mat_Shadows.Mat_Shadows","0","168","168","1","42.195690","0","0"
"/Game/Geometry/Meshes/Mat_ToonGrass.Mat_ToonGrass","0","21","21","1","5.798155","0","0"
"/Game/Fence/WornFenceSmall/lambert1.lambert1","0","12","12","1","3.135042","0","0"
"/Game/BubbleTurbine/M_BubbleTurbine_T.M_BubbleTurbine_T","0","12","12","1","3.315490","0","0"
"/Game/Bubbleopolis/V2/Materials/base_plat_wall.base_plat_wall","0","21","21","1","5.452476","0","0"
"/Game/Trees/Tree2/lambert1.lambert1","0","12","12","1","3.072516","0","0"
"/Game/Mushroom_House/lambert12.lambert12","0","21","21","1","5.693511","0","0"
"/Game/PaintSplatterTextures/Paint_Splatter1_Mat.Paint_Splatter1_Mat","0","91","91","1","23.016010","0","0"
"/Game/Paintstation/Paint_Bottles.Paint_Bottles","0","12","12","1","3.441520","0","0"
"/Game/Bubbleopolis/V2/Materials/walls_side.walls_side","0","21","21","1","5.804105","0","0"
"/Game/Bubbleopolis/Tower_top.Tower_top","0","21","21","1","5.614657","0","0"
"/Game/Bubbleopolis/lambert1.lambert1","0","21","21","1","5.462059","0","0"
"/Game/Paintstation/Cabinet.Cabinet","0","12","12","1","3.192777","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","0","21","1","0.000000","0","0"
"/Game/Geometry/Meshes/MonkeyBars/Textures/Monkeybar.Monkeybar","0","21","21","1","5.449537","0","0"
"/Game/Materials/Mat_Emissive.Mat_Emissive","0","84","84","1","21.489468","0","0"
"/Game/Paintstation/Brushes.Brushes","0","12","12","1","3.159436","0","0"
"/Game/Bubbleopolis/fountain_top.fountain_top","0","21","21","1","5.514627","0","0"
"/Game/Bridge/materials/lambert2.lambert2","0","21","21","1","5.641999","0","0"
"/Game/Materials/Materials/OLDWATER.OLDWATER","0","55","56","1","38.813122","0","56"
"/Game/Water_Can_House/Leaf_Roof.Leaf_Roof","0","21","21","1","5.826013","0","0"
